,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
702303,5/1/2017 8:46,5/1/2017 8:50,242,Clinton St & Madison St,Desplaines St & Randolph St,Subscriber,Male,1967
772419,5/9/2017 17:42,5/9/2017 17:54,702,Columbus Dr & Randolph St,Clinton St & Madison St,Subscriber,Male,1987
1268616,6/13/2017 18:35,6/13/2017 18:54,1164,McClurg Ct & Erie St,Ogden Ave & Race Ave,Subscriber,Female,1989
414196,3/28/2017 15:21,3/28/2017 15:36,865,Ashland Ave & 13th St,Racine Ave & 13th St,Subscriber,Male,1988
1257019,6/13/2017 7:34,6/13/2017 7:46,748,Clinton St & Madison St,Loomis St & Jackson Blvd,Subscriber,Male,1971
509620,4/11/2017 15:40,4/11/2017 16:04,1445,Clinton St & Madison St,Wallace St & 35th St,Subscriber,Male,1988
898201,5/19/2017 17:15,5/19/2017 17:28,813,McClurg Ct & Erie St,Milwaukee Ave & Grand Ave,Subscriber,Male,1970
1239991,6/12/2017 6:43,6/12/2017 6:49,354,Clark St & Schreiber Ave,Clark St & Lunt Ave,Subscriber,Female,1984
1299450,6/15/2017 21:15,6/15/2017 21:30,872,State St & Van Buren St,May St & Taylor St,Subscriber,Male,1994
453739,4/4/2017 16:26,4/4/2017 16:27,82,Pine Grove Ave & Waveland Ave,Pine Grove Ave & Waveland Ave,Customer,,
790922,5/11/2017 17:43,5/11/2017 18:02,1132,Orleans St & Ohio St,Damen Ave & Augusta Blvd,Subscriber,Male,1986
1085784,6/3/2017 11:59,6/3/2017 12:10,682,Wells St & Concord Ln,Racine Ave & Fullerton Ave,Subscriber,Male,1989
490159,4/9/2017 13:16,4/9/2017 13:40,1479,Kedzie Ave & Milwaukee Ave,Milwaukee Ave & Wabansia Ave,Customer,,
721853,5/3/2017 17:43,5/3/2017 17:50,418,Clinton St & Washington Blvd,Carpenter St & Huron St,Subscriber,Male,1978
918533,5/22/2017 9:25,5/22/2017 9:29,213,Paulina Ave & North Ave,Ashland Ave & Division St,Subscriber,Male,1969
955116,5/25/2017 17:48,5/25/2017 17:53,304,Broadway & Barry Ave,Lake Shore Dr & Belmont Ave,Subscriber,Male,1952
241771,2/22/2017 11:29,2/22/2017 11:33,245,Aberdeen St & Jackson Blvd,Morgan St & Polk St,Subscriber,Female,1988
730251,5/4/2017 17:12,5/4/2017 17:19,406,Orleans St & Merchandise Mart Plaza,LaSalle St & Jackson Blvd,Subscriber,Female,1981
696034,4/28/2017 19:38,4/28/2017 19:53,882,Michigan Ave & Jackson Blvd,Fairbanks Ct & Grand Ave,Customer,,
1421659,6/23/2017 13:06,6/23/2017 13:27,1268,Lake Shore Dr & North Blvd,Dusable Harbor,Customer,,
852040,5/16/2017 8:48,5/16/2017 8:58,570,Kingsbury St & Kinzie St,McClurg Ct & Illinois St,Subscriber,Female,1989
391555,3/24/2017 8:41,3/24/2017 8:50,534,Clinton St & Washington Blvd,Financial Pl & Congress Pkwy,Subscriber,Male,1963
864976,5/16/2017 23:24,5/16/2017 23:29,300,Blackstone Ave & Hyde Park Blvd,Ellis Ave & 53rd St,Subscriber,Male,1987
1188,1/1/2017 16:09,1/1/2017 16:16,388,Cornell Ave & Hyde Park Blvd,Greenwood Ave & 47th St,Subscriber,Male,1966
680234,4/26/2017 21:01,4/26/2017 21:13,706,Leavitt St & Armitage Ave,Sheffield Ave & Fullerton Ave,Subscriber,Female,1992
42046,1/16/2017 11:29,1/16/2017 11:43,844,Pine Grove Ave & Waveland Ave,Ravenswood Ave & Montrose Ave (*),Subscriber,Female,1990
111057,1/31/2017 18:26,1/31/2017 18:40,837,Franklin St & Monroe St,McClurg Ct & Illinois St,Subscriber,Female,1988
959056,5/26/2017 5:32,5/26/2017 5:37,259,Bissell St & Armitage Ave,Marshfield Ave & Cortland St,Subscriber,Male,1993
1340146,6/18/2017 15:24,6/18/2017 15:43,1147,Lake Shore Dr & Belmont Ave,Michigan Ave & Oak St,Subscriber,Male,1990
1170295,6/8/2017 9:28,6/8/2017 10:29,3705,Streeter Dr & Grand Ave,Halsted St & Wrightwood Ave,Customer,,
832285,5/14/2017 17:55,5/14/2017 18:14,1128,Green St & Randolph St,Clark St & Schiller St,Subscriber,Female,1985
785638,5/11/2017 9:33,5/11/2017 9:55,1357,Larrabee St & Armitage Ave,Ashland Ave & Harrison St,Subscriber,Male,1988
175166,2/14/2017 21:03,2/14/2017 21:12,536,Ellis Ave & 60th St,Kimbark Ave & 53rd St,Subscriber,Female,1981
116341,2/1/2017 18:00,2/1/2017 18:09,525,Franklin St & Jackson Blvd,Morgan St & Polk St,Subscriber,Male,1989
23796,1/10/2017 7:41,1/10/2017 7:51,570,Michigan Ave & Washington St,Morgan St & Lake St,Subscriber,Male,1986
1015409,5/29/2017 21:40,5/29/2017 21:50,603,Michigan Ave & 14th St,McCormick Place,Subscriber,Female,1991
883420,5/18/2017 10:52,5/18/2017 11:08,901,State St & Kinzie St,McClurg Ct & Erie St,Customer,,
334159,3/10/2017 22:17,3/10/2017 22:37,1225,Damen Ave & Augusta Blvd,Lincoln Ave & Diversey Pkwy,Subscriber,Male,1988
665918,4/25/2017 18:39,4/25/2017 18:41,131,Lake Shore Dr & Wellington Ave,Lake Shore Dr & Wellington Ave,Subscriber,Female,1987
797762,5/12/2017 10:08,5/12/2017 10:24,946,Clinton St & Tilden St,Columbus Dr & Randolph St,Subscriber,Male,1962
393341,3/24/2017 12:24,3/24/2017 12:53,1765,Streeter Dr & Grand Ave,Clark St & Armitage Ave,Customer,,
877080,5/17/2017 18:49,5/17/2017 19:24,2058,Pine Grove Ave & Waveland Ave,Montrose Harbor,Customer,,
73287,1/23/2017 7:21,1/23/2017 7:32,685,Artesian Ave & Hubbard St,Racine Ave (May St) & Fulton St,Subscriber,Male,1972
1225949,6/11/2017 11:41,6/11/2017 11:47,365,Broadway & Waveland Ave,Clarendon Ave & Gordon Ter,Subscriber,Female,1991
142117,2/8/2017 7:54,2/8/2017 7:58,272,Paulina St & Montrose Ave,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1988
3680,1/2/2017 23:40,1/2/2017 23:45,305,Lincoln Ave & Diversey Pkwy,Lincoln Ave & Belmont Ave,Subscriber,Male,1987
859359,5/16/2017 17:23,5/16/2017 17:36,736,Rhodes Ave & 32nd St,Shields Ave & 31st St,Subscriber,Male,1991
717090,5/3/2017 9:21,5/3/2017 9:24,176,Clinton St & Tilden St,Jefferson St & Monroe St,Subscriber,Male,1990
1516788,6/28/2017 18:21,6/28/2017 18:30,539,Franklin St & Monroe St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1989
502616,4/10/2017 15:14,4/10/2017 15:24,601,Rhodes Ave & 32nd St,Wentworth Ave & 35th St,Subscriber,Male,1994
484589,4/8/2017 19:33,4/8/2017 19:45,726,Michigan Ave & 14th St,Canal St & Taylor St,Customer,,
1401967,6/22/2017 8:13,6/22/2017 8:31,1046,Theater on the Lake,Sheridan Rd & Irving Park Rd,Subscriber,Female,1994
897368,5/19/2017 14:21,5/19/2017 14:23,178,LaSalle St & Washington St,Canal St & Madison St,Subscriber,Male,1968
142096,2/8/2017 7:52,2/8/2017 8:10,1091,Milwaukee Ave & Wabansia Ave,Peoria St & Jackson Blvd,Subscriber,Male,1983
286790,3/2/2017 17:44,3/2/2017 17:46,160,Sheridan Rd & Irving Park Rd,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1980
1119208,6/5/2017 8:02,6/5/2017 8:18,960,Ashland Ave & Chicago Ave,Canal St & Monroe St (*),Subscriber,Male,1969
1000454,5/29/2017 9:45,5/29/2017 10:03,1049,Cannon Dr & Fullerton Ave,Cannon Dr & Fullerton Ave,Customer,,
1257622,6/13/2017 7:59,6/13/2017 8:05,355,Halsted St & Willow St,Larrabee St & Division St,Subscriber,Male,1985
85518,1/25/2017 8:19,1/25/2017 8:21,103,Clark St & Wellington Ave,Sheffield Ave & Wellington Ave,Subscriber,Male,1988
177479,2/15/2017 11:18,2/15/2017 11:38,1191,Lincoln Ave & Belle Plaine Ave,Western Ave & Leland Ave,Subscriber,Female,1964
1331570,6/18/2017 6:20,6/18/2017 6:36,994,Clarendon Ave & Gordon Ter,Stockton Dr & Wrightwood Ave,Subscriber,Male,1983
660930,4/25/2017 15:06,4/25/2017 15:11,279,Benson Ave & Church St,University Library (NU),Subscriber,Male,1989
26335,1/10/2017 20:10,1/10/2017 20:15,286,Damen Ave & Pierce Ave,Ashland Ave & Division St,Subscriber,Male,1983
298949,3/5/2017 14:45,3/5/2017 15:03,1108,Sheffield Ave & Wellington Ave,Wood St & Milwaukee Ave,Subscriber,Female,1982
789566,5/11/2017 16:56,5/11/2017 17:07,633,Michigan Ave & Washington St,Canal St & Adams St,Subscriber,Male,1969
113646,2/1/2017 9:13,2/1/2017 9:16,188,Sheffield Ave & Fullerton Ave,Halsted St & Wrightwood Ave,Subscriber,Male,1997
500061,4/10/2017 8:02,4/10/2017 8:13,632,Wabash Ave & Wacker Pl,LaSalle St & Illinois St,Customer,,
407075,3/27/2017 12:05,3/27/2017 12:09,197,Clinton St & Washington Blvd,Franklin St & Monroe St,Subscriber,Male,1967
218306,2/19/2017 16:21,2/19/2017 16:36,890,State St & Kinzie St,Wabash Ave & Roosevelt Rd,Subscriber,Male,1991
119101,2/2/2017 12:33,2/2/2017 12:40,387,Franklin St & Lake St,Dearborn St & Monroe St,Subscriber,Male,1946
1318441,6/17/2017 9:46,6/17/2017 10:04,1090,Dayton St & North Ave,Wood St & Milwaukee Ave,Subscriber,Female,1992
1024744,5/30/2017 16:56,5/30/2017 17:00,262,Cottage Grove Ave & 43rd St,Woodlawn Ave & Lake Park Ave,Subscriber,Male,1989
986517,5/28/2017 10:18,5/28/2017 11:22,3856,Broadway & Sheridan Rd,Clark St & Elm St,Customer,,
750663,5/7/2017 10:41,5/7/2017 12:26,6333,Michigan Ave & Congress Pkwy,Streeter Dr & Grand Ave,Customer,,
767209,5/9/2017 7:32,5/9/2017 7:55,1377,Troy St & Elston Ave,Sheffield Ave & Wellington Ave,Subscriber,Female,1985
380935,3/22/2017 15:08,3/22/2017 15:16,522,Rush St & Cedar St,Clark St & Lake St,Subscriber,Male,1983
242264,2/22/2017 12:35,2/22/2017 12:39,269,Sedgwick St & Huron St,Clark St & Chicago Ave,Subscriber,Male,1968
1048635,6/1/2017 8:13,6/1/2017 8:15,89,Franklin St & Lake St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1971
259241,2/24/2017 18:06,2/24/2017 18:11,312,Halsted St & Roosevelt Rd,Blue Island Ave & 18th St,Subscriber,Male,1992
1156048,6/7/2017 13:37,6/7/2017 13:43,360,Sedgwick St & North Ave,Lake Shore Dr & North Blvd,Subscriber,Male,1967
89092,1/25/2017 19:39,1/25/2017 19:42,167,Halsted St & Willow St,Sheffield Ave & Kingsbury St,Subscriber,Male,1984
1043685,5/31/2017 19:07,5/31/2017 19:26,1145,Indiana Ave & Roosevelt Rd,900 W Harrison St,Subscriber,Male,1980
1499817,6/27/2017 17:24,6/27/2017 17:42,1068,Racine Ave (May St) & Fulton St,Wells St & Elm St,Subscriber,Male,1985
236346,2/21/2017 17:42,2/21/2017 17:50,524,Clark St & Congress Pkwy,Michigan Ave & 18th St,Subscriber,Male,1978
1472215,6/26/2017 7:52,6/26/2017 7:57,317,Damen Ave & Augusta Blvd,Damen Ave & Grand Ave,Subscriber,Female,1992
436316,4/1/2017 15:31,4/1/2017 15:41,586,California Ave & North Ave,Wood St & Milwaukee Ave,Subscriber,Male,1989
351986,3/17/2017 6:18,3/17/2017 6:25,416,Clinton St & Madison St,State St & Van Buren St,Subscriber,Male,1960
688473,4/28/2017 7:45,4/28/2017 7:52,413,Canal St & Madison St,Michigan Ave & Washington St,Subscriber,Male,1992
511427,4/11/2017 17:35,4/11/2017 17:47,767,Wells St & Concord Ln,Lake Shore Dr & Diversey Pkwy,Subscriber,Female,1989
197665,2/18/2017 11:22,2/18/2017 11:51,1766,Lake Shore Dr & Ohio St,Clark St & Lincoln Ave,Subscriber,Male,1953
499816,4/10/2017 7:39,4/10/2017 7:52,791,Loomis St & Jackson Blvd,Wabash Ave & 8th St,Subscriber,Male,1961
572941,4/17/2017 13:23,4/17/2017 13:35,696,Franklin St & Lake St,Sedgwick St & North Ave,Subscriber,Male,1968
469944,4/7/2017 16:09,4/7/2017 16:20,652,Canal St & Monroe St (*),Wabash Ave & Wacker Pl,Subscriber,Female,1982
259208,2/24/2017 18:02,2/24/2017 18:11,543,Canal St & Madison St,Orleans St & Elm St (*),Subscriber,Male,1981
306624,3/6/2017 17:47,3/6/2017 18:03,951,Clinton St & Washington Blvd,Clinton St & 18th St,Subscriber,Male,1982
1063719,6/2/2017 7:12,6/2/2017 7:20,432,Clinton St & Washington Blvd,Rush St & Hubbard St,Subscriber,Male,1982
541420,4/15/2017 10:20,4/15/2017 10:56,2154,Lakefront Trail & Bryn Mawr Ave,Montrose Harbor,Customer,,
636455,4/23/2017 15:03,4/23/2017 15:17,827,Wells St & Polk St,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1983
804329,5/12/2017 17:28,5/12/2017 17:37,501,Wabash Ave & Roosevelt Rd,Michigan Ave & Jackson Blvd,Subscriber,Female,1991
1365147,6/20/2017 7:30,6/20/2017 7:40,558,Troy St & North Ave,Damen Ave & Pierce Ave,Subscriber,Female,1986
428458,3/31/2017 12:19,3/31/2017 12:36,1050,McCormick Place,Daley Center Plaza,Subscriber,Male,1985
698770,4/30/2017 2:27,4/30/2017 2:32,281,Paulina Ave & North Ave,Damen Ave & Pierce Ave,Subscriber,Male,1991
326052,3/9/2017 15:01,3/9/2017 15:11,596,Wabash Ave & 8th St,Wabash Ave & 16th St,Subscriber,Male,1966
490655,4/9/2017 13:37,4/9/2017 15:00,5002,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Customer,,
517983,4/12/2017 12:46,4/12/2017 12:57,637,Clark St & Lincoln Ave,Bissell St & Armitage Ave,Subscriber,Female,1994
310985,3/7/2017 11:32,3/7/2017 11:37,266,Wabash Ave & Adams St,Franklin St & Monroe St,Subscriber,Male,1969
1210336,6/10/2017 13:36,6/10/2017 14:03,1628,Oakley Ave & Roscoe St,Lake Shore Dr & Belmont Ave,Customer,,
676591,4/26/2017 17:07,4/26/2017 17:09,150,Halsted St & Archer Ave,Emerald Ave & 28th St,Subscriber,Female,1964
296895,3/5/2017 10:20,3/5/2017 10:36,933,Marshfield Ave & Cortland St,Troy St & North Ave,Subscriber,Male,1982
741417,5/5/2017 21:05,5/5/2017 21:10,298,Lincoln Ave & Leavitt St,Lincoln Ave & Belle Plaine Ave,Subscriber,Male,1985
241055,2/22/2017 9:19,2/22/2017 9:26,422,Wells St & Polk St,Daley Center Plaza,Subscriber,Male,1987
118806,2/2/2017 10:22,2/2/2017 10:25,186,Franklin St & Lake St,Franklin St & Monroe St,Subscriber,Male,1967
973156,5/27/2017 13:15,5/27/2017 13:53,2242,Broadway & Barry Ave,Kingsbury St & Kinzie St,Subscriber,Male,1990
1384980,6/21/2017 9:19,6/21/2017 9:23,191,Orleans St & Elm St (*),Clark St & Elm St,Subscriber,Male,1988
200171,2/18/2017 13:08,2/18/2017 13:12,245,Lombard Ave & Garfield St,East Ave & Garfield St,Customer,,
1544413,6/30/2017 15:58,6/30/2017 16:13,893,Kedzie Ave & Foster Ave,Christiana Ave & Lawrence Ave,Subscriber,Male,1971
927351,5/22/2017 18:24,5/22/2017 18:38,833,Streeter Dr & Grand Ave,Theater on the Lake,Customer,,
701234,5/1/2017 7:45,5/1/2017 8:07,1338,Morgan St & 31st St,Franklin St & Jackson Blvd,Subscriber,Male,1986
438631,4/1/2017 19:43,4/1/2017 19:47,268,Broadway & Barry Ave,Broadway & Cornelia Ave,Subscriber,Male,1980
616661,4/21/2017 14:11,4/21/2017 14:20,489,Wolcott Ave & Polk St,May St & Taylor St,Subscriber,Male,1992
543417,4/15/2017 11:48,4/15/2017 12:19,1875,Shedd Aquarium,Lake Park Ave & 47th St,Subscriber,Female,1990
1351383,6/19/2017 8:54,6/19/2017 9:03,503,Stetson Ave & South Water St,Kingsbury St & Erie St,Subscriber,Male,1989
189761,2/17/2017 13:13,2/17/2017 13:17,240,Shedd Aquarium,Adler Planetarium,Subscriber,Female,1971
743340,5/6/2017 11:17,5/6/2017 11:24,404,Winchester Ave & Elston Ave,Damen Ave & Pierce Ave,Customer,,
212151,2/19/2017 12:04,2/19/2017 12:15,654,Broadway & Wilson Ave,Montrose Harbor,Subscriber,Male,1992
1540393,6/30/2017 12:20,6/30/2017 12:34,848,Wacker Dr & Washington St,Wabash Ave & 8th St,Subscriber,Male,1991
116380,2/1/2017 18:05,2/1/2017 18:10,285,Wilton Ave & Diversey Pkwy,Hampden Ct & Diversey Pkwy,Subscriber,Male,1984
1248344,6/12/2017 16:45,6/12/2017 16:55,594,Stetson Ave & South Water St,Canal St & Madison St,Subscriber,Male,1971
760944,5/8/2017 13:05,5/8/2017 13:22,1032,Halsted St & Maxwell St,Wabash Ave & Roosevelt Rd,Subscriber,Female,1949
1508620,6/28/2017 7:59,6/28/2017 8:20,1283,Canal St & Adams St,Shedd Aquarium,Subscriber,Female,1992
11199,1/4/2017 19:03,1/4/2017 19:12,565,Greenview Ave & Jarvis Ave,Sheridan Rd & Loyola Ave,Subscriber,Male,1981
303229,3/6/2017 9:11,3/6/2017 9:21,610,Canal St & Madison St,Columbus Dr & Randolph St,Subscriber,Male,1972
758858,5/8/2017 8:36,5/8/2017 8:50,862,Marshfield Ave & Cortland St,Wells St & Huron St,Subscriber,Male,1982
932889,5/23/2017 11:12,5/23/2017 11:40,1684,State St & Harrison St,Adler Planetarium,Customer,,
335902,3/11/2017 16:18,3/11/2017 16:30,697,Ashland Ave & Lake St,Sangamon St & Washington Blvd (*),Subscriber,Female,1964
563198,4/16/2017 15:49,4/16/2017 15:55,354,Ashland Ave & Blackhawk St,Ashland Ave & Chicago Ave,Subscriber,Male,1992
383605,3/22/2017 22:15,3/22/2017 22:22,390,Lake Shore Dr & Belmont Ave,Clarendon Ave & Gordon Ter,Subscriber,Male,1988
724471,5/4/2017 1:03,5/4/2017 1:31,1705,Halsted St & Polk St,Halsted St & Diversey Pkwy,Subscriber,Female,1987
1445535,6/24/2017 16:03,6/24/2017 16:19,942,Desplaines St & Kinzie St,Clinton St & Madison St,Customer,,
1153802,6/7/2017 10:07,6/7/2017 10:15,512,Canal St & Adams St,State St & Randolph St,Subscriber,Male,1976
879717,5/18/2017 6:18,5/18/2017 6:22,256,Ogden Ave & Chicago Ave,Larrabee St & Kingsbury St,Subscriber,Male,1987
624582,4/22/2017 13:07,4/22/2017 13:09,138,Greenview Ave & Diversey Pkwy,Southport Ave & Wrightwood Ave,Subscriber,Male,1996
973777,5/27/2017 13:38,5/27/2017 13:49,623,Orleans St & Elm St (*),Bissell St & Armitage Ave,Subscriber,Male,1991
876863,5/17/2017 18:38,5/17/2017 18:44,413,Sheffield Ave & Fullerton Ave,Clark St & Wrightwood Ave,Subscriber,Female,1991
747402,5/6/2017 16:57,5/6/2017 18:19,4919,Shedd Aquarium,Franklin St & Monroe St,Customer,,
460077,4/6/2017 8:26,4/6/2017 8:32,352,Sangamon St & Washington Blvd (*),Clinton St & Madison St,Subscriber,Male,1985
904012,5/20/2017 19:58,5/20/2017 20:28,1800,Streeter Dr & Grand Ave,Cityfront Plaza Dr & Pioneer Ct,Customer,,
789399,5/11/2017 16:49,5/11/2017 17:07,1075,Michigan Ave & Oak St,Clinton St & Washington Blvd,Subscriber,Female,1984
1523738,6/29/2017 9:07,6/29/2017 9:21,835,Clark St & Elm St,Kingsbury St & Erie St,Subscriber,Male,1995
872790,5/17/2017 16:06,5/17/2017 16:19,779,Franklin St & Jackson Blvd,Larrabee St & Kingsbury St,Subscriber,Male,1963
1153153,6/7/2017 9:07,6/7/2017 9:13,393,Michigan Ave & Oak St,Streeter Dr & Grand Ave,Subscriber,Male,1992
582074,4/18/2017 9:13,4/18/2017 9:29,958,Canal St & Monroe St (*),Franklin St & Chicago Ave,Subscriber,Male,1961
69116,1/21/2017 19:36,1/21/2017 19:47,690,Broadway & Cornelia Ave,Broadway & Argyle St,Subscriber,Male,1988
1339761,6/18/2017 15:08,6/18/2017 15:27,1107,Indiana Ave & 31st St,Burnham Harbor,Subscriber,Female,1989
524731,4/13/2017 11:28,4/13/2017 11:39,669,Michigan Ave & Oak St,Streeter Dr & Grand Ave,Customer,,
25278,1/10/2017 16:49,1/10/2017 16:53,261,Franklin St & Monroe St,Clark St & Congress Pkwy,Subscriber,Male,1968
1084182,6/3/2017 10:51,6/3/2017 11:15,1424,Lake Shore Dr & Ohio St,Lake Shore Dr & Monroe St,Customer,,
1264007,6/13/2017 16:03,6/13/2017 16:22,1156,LaSalle St & Adams St,Ogden Ave & Race Ave,Subscriber,Male,1973
1290697,6/15/2017 14:43,6/15/2017 14:51,482,Chicago Ave & Sheridan Rd,University Library (NU),Subscriber,Male,1997
188165,2/17/2017 8:55,2/17/2017 9:03,475,Stetson Ave & South Water St,Franklin St & Lake St,Subscriber,Female,1990
1066754,6/2/2017 9:58,6/2/2017 10:01,177,Sheffield Ave & Kingsbury St,Halsted St & Willow St,Subscriber,Male,1994
1112185,6/4/2017 17:25,6/4/2017 17:41,947,Lake Shore Dr & North Blvd,McClurg Ct & Illinois St,Subscriber,Female,1967
811988,5/13/2017 12:30,5/13/2017 12:40,560,Wells St & Concord Ln,Cannon Dr & Fullerton Ave,Subscriber,Male,1980
690063,4/28/2017 9:26,4/28/2017 9:38,669,Wells St & Evergreen Ave,Halsted St & Blackhawk St (*),Customer,,
681220,4/27/2017 7:59,4/27/2017 8:12,766,Canal St & Adams St,Orleans St & Ohio St,Subscriber,Male,1965
849614,5/16/2017 6:50,5/16/2017 6:53,186,Claremont Ave & Hirsch St,Damen Ave & Pierce Ave,Subscriber,Female,1986
770435,5/9/2017 16:02,5/9/2017 16:11,555,Canal St & Monroe St (*),Dearborn St & Erie St,Subscriber,Male,1989
296488,3/5/2017 8:09,3/5/2017 8:27,1052,Greenview Ave & Diversey Pkwy,Theater on the Lake,Subscriber,Male,1993
1401698,6/22/2017 8:03,6/22/2017 8:17,841,McClurg Ct & Illinois St,Larrabee St & Oak St,Subscriber,Male,1992
207580,2/18/2017 17:52,2/18/2017 18:02,584,Clinton St & 18th St,Morgan Ave & 14th Pl,Customer,,
1116581,6/4/2017 22:43,6/4/2017 23:16,1988,Columbus Dr & Randolph St,Racine Ave & Wrightwood Ave,Subscriber,Female,1977
129976,2/5/2017 17:21,2/5/2017 17:36,912,Lake Shore Dr & Monroe St,Burnham Harbor,Customer,,
65411,1/21/2017 13:55,1/21/2017 14:00,299,Sheridan Rd & Montrose Ave,Broadway & Sheridan Rd,Subscriber,Female,1995
260958,2/25/2017 13:06,2/25/2017 13:19,774,Broadway & Argyle St,Damen Ave & Leland Ave,Subscriber,Male,1993
341762,3/14/2017 8:30,3/14/2017 8:42,674,Clark St & Lake St,Dearborn Pkwy & Delaware Pl,Subscriber,Female,1964
763544,5/8/2017 17:10,5/8/2017 17:18,488,Michigan Ave & Washington St,Clinton St & Madison St,Subscriber,Female,1964
678968,4/26/2017 18:48,4/26/2017 19:24,2127,Clark St & Lake St,Campbell Ave & North Ave,Subscriber,Male,1989
809604,5/13/2017 10:27,5/13/2017 10:45,1085,Clinton St & Madison St,Michigan Ave & Lake St,Customer,,
9466,1/4/2017 10:17,1/4/2017 10:27,573,Wolcott Ave & Polk St,Ada St & Washington Blvd,Subscriber,Female,1988
1274764,6/14/2017 8:21,6/14/2017 8:32,630,Clinton St & Washington Blvd,Columbus Dr & Randolph St,Subscriber,Male,1962
189197,2/17/2017 12:03,2/17/2017 12:10,433,McClurg Ct & Erie St,Wabash Ave & Grand Ave,Subscriber,Female,1991
983602,5/27/2017 21:10,5/27/2017 21:15,309,Clark St & Armitage Ave,Bissell St & Armitage Ave,Subscriber,Female,1987
1530478,6/29/2017 17:18,6/29/2017 17:28,579,Kingsbury St & Erie St,Morgan St & Lake St,Subscriber,Female,1983
892877,5/18/2017 19:48,5/18/2017 19:52,289,California Ave & Milwaukee Ave,Humboldt Blvd & Armitage Ave,Subscriber,Female,1992
309381,3/7/2017 7:56,3/7/2017 8:06,634,Clinton St & Washington Blvd,St. Clair St & Erie St,Subscriber,Male,1959
665356,4/25/2017 18:13,4/25/2017 18:36,1351,Clinton St & Washington Blvd,Damen Ave & Pierce Ave,Subscriber,Male,1975
356907,3/18/2017 7:57,3/18/2017 8:06,557,Indiana Ave & 26th St,Wabash Ave & 8th St,Subscriber,Male,1990
234788,2/21/2017 16:35,2/21/2017 16:51,959,Clark St & Randolph St,Loomis St & Taylor St (*),Subscriber,Male,1984
800308,5/12/2017 14:05,5/12/2017 14:12,403,Wacker Dr & Washington St,State St & Kinzie St,Subscriber,Male,1968
146774,2/9/2017 7:28,2/9/2017 7:31,176,Campbell Ave & Montrose Ave,Rockwell St & Eastwood Ave,Subscriber,Male,1980
